Delivery Status,Late_delivery_risk,Days for shipping (real),Days for shipment (scheduled),Shipping Mode,Order Region,Order Country,order date (DateOrders)
Late delivery,1,6,4,Standard Class,Southern Europe,España,10/8/2017 23:17
Late delivery,1,6,4,Standard Class,Northern Europe,Reino Unido,11/9/2017 19:02
Advance shipping,0,2,4,Standard Class,Southern Europe,Italia,11/9/2017 17:38
Shipping on time,0,4,4,Standard Class,Central America,México,4/26/2017 21:56
Late delivery,1,6,4,Standard Class,Central America,México,1/18/2015 15:34
Advance shipping,0,3,4,Standard Class,Central America,México,1/9/2015 9:47
Late delivery,1,5,4,Standard Class,Central America,El Salvador,3/21/2015 12:40
Late delivery,1,5,4,Standard Class,Central America,Honduras,3/3/2015 12:00
Shipping on time,0,4,4,Standard Class,Caribbean,República Dominicana,2/7/2015 9:34
Advance shipping,0,2,4,Standard Class,Central America,El Salvador,1/25/2015 16:04
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/30/2015 6:58
Advance shipping,0,3,4,Standard Class,South America,Argentina,5/11/2015 15:56
Late delivery,1,6,4,Standard Class,South America,Brasil,4/10/2017 14:15
Shipping on time,0,4,4,Standard Class,Caribbean,República Dominicana,3/22/2017 10:36
Advance shipping,0,2,4,Standard Class,Central America,Honduras,5/24/2017 0:52
Late delivery,1,6,4,Standard Class,Central America,Panamá,2/26/2015 18:29
Advance shipping,0,3,4,Standard Class,South America,Colombia,1/25/2017 15:56
Advance shipping,0,3,4,Standard Class,South America,Brasil,2/2/2015 1:21
Shipping on time,0,4,4,Standard Class,Caribbean,República Dominicana,3/22/2017 10:36
Advance shipping,0,3,4,Standard Class,Central America,El Salvador,2/8/2015 15:00
Advance shipping,0,3,4,Standard Class,Central America,Guatemala,2/5/2017 21:42
Late delivery,1,5,4,Standard Class,Central America,Guatemala,2/4/2015 3:06
Shipping on time,0,4,4,Standard Class,South America,Brasil,6/15/2017 23:37
Advance shipping,0,3,4,Standard Class,Central America,El Salvador,2/8/2015 15:00
Late delivery,1,6,4,Standard Class,Central America,Panamá,2/26/2015 18:29
Late delivery,1,5,4,Standard Class,Central America,México,3/21/2015 14:25
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,3/19/2017 14:38
Late delivery,1,5,4,Standard Class,Central America,México,3/21/2015 14:25
Shipping on time,0,4,4,Standard Class,South America,Chile,5/19/2015 6:27
Advance shipping,0,3,4,Standard Class,Central America,México,1/9/2015 9:47
Advance shipping,0,2,4,Standard Class,Central America,México,3/7/2015 13:02
Late delivery,1,5,4,Standard Class,South America,Brasil,2/9/2015 17:59
Advance shipping,0,2,4,Standard Class,South America,Brasil,5/29/2015 19:45
Late delivery,1,5,4,Standard Class,Central America,Honduras,3/3/2015 12:00
Advance shipping,0,2,4,Standard Class,South America,Colombia,5/3/2017 3:53
Shipping on time,0,4,4,Standard Class,Caribbean,República Dominicana,2/7/2015 9:34
Late delivery,1,5,4,Standard Class,Central America,Honduras,3/3/2015 12:00
Advance shipping,0,3,4,Standard Class,South America,Argentina,4/5/2015 12:49
Shipping on time,0,4,4,Standard Class,Caribbean,República Dominicana,2/7/2015 9:34
Advance shipping,0,2,4,Standard Class,Central America,Honduras,6/11/2017 19:04
Late delivery,1,6,4,Standard Class,Central America,El Salvador,3/6/2015 6:55
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/17/2017 22:26
Late delivery,1,6,4,Standard Class,Caribbean,República Dominicana,6/11/2017 16:58
Advance shipping,0,3,4,Standard Class,Caribbean,Cuba,4/5/2015 11:04
Late delivery,1,5,4,Standard Class,Central America,México,1/26/2017 18:54
Late delivery,1,5,4,Standard Class,South America,Brasil,4/18/2017 16:20
Advance shipping,0,3,4,Standard Class,Caribbean,Cuba,4/5/2015 11:04
Shipping on time,0,4,4,Standard Class,Central America,México,5/27/2017 10:09
Late delivery,1,6,4,Standard Class,Central America,México,5/25/2015 5:03
Late delivery,1,5,4,Standard Class,South America,Brasil,4/18/2017 16:20
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,4/16/2015 1:46
Advance shipping,0,3,4,Standard Class,Central America,México,1/4/2015 19:26
Late delivery,1,6,4,Standard Class,South America,Brasil,6/14/2017 4:31
Late delivery,1,5,4,Standard Class,South America,Brasil,4/18/2017 16:20
Advance shipping,0,3,4,Standard Class,South America,Argentina,2/5/2015 4:40
Advance shipping,0,3,4,Standard Class,Caribbean,Haití,5/11/2015 1:55
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,4/16/2015 1:46
Late delivery,1,6,4,Standard Class,South America,Brasil,6/14/2017 4:31
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,4/16/2015 1:46
Advance shipping,0,3,4,Standard Class,Caribbean,República Dominicana,4/1/2017 1:28
Late delivery,1,5,4,Standard Class,Central America,Honduras,5/4/2015 16:28
Advance shipping,0,3,4,Standard Class,Central America,México,5/10/2017 9:39
Advance shipping,0,2,4,Standard Class,South America,Argentina,5/2/2017 19:07
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/29/2015 13:27
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/30/2015 1:43
Shipping on time,0,4,4,Standard Class,Central America,Panamá,4/18/2015 14:44
Late delivery,1,5,4,Standard Class,Central America,Honduras,5/4/2015 16:28
Late delivery,1,5,4,Standard Class,South America,Chile,1/22/2017 23:49
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,1/2/2015 16:17
Late delivery,1,6,4,Standard Class,Central America,El Salvador,3/6/2015 6:55
Advance shipping,0,2,4,Standard Class,Central America,Honduras,4/27/2015 17:00
Advance shipping,0,3,4,Standard Class,Central America,México,3/31/2015 15:27
Late delivery,1,6,4,Standard Class,South America,Ecuador,2/11/2017 20:38
Late delivery,1,5,4,Standard Class,South America,Chile,1/22/2017 23:49
Late delivery,1,5,4,Standard Class,South America,Brasil,4/21/2017 21:25
Advance shipping,0,2,4,Standard Class,South America,Colombia,3/17/2015 23:32
Advance shipping,0,2,4,Standard Class,Central America,Panamá,3/15/2017 13:14
Shipping on time,0,4,4,Standard Class,Caribbean,Cuba,4/1/2017 10:35
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,5/26/2017 9:59
Late delivery,1,5,4,Standard Class,Central America,Honduras,3/3/2015 12:00
Late delivery,1,6,4,Standard Class,Central America,México,5/25/2015 5:03
Advance shipping,0,2,4,Standard Class,Central America,México,5/15/2017 17:10
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,2/12/2017 12:45
Late delivery,1,5,4,Standard Class,Central America,México,1/29/2017 13:28
Shipping on time,0,4,4,Standard Class,Central America,El Salvador,5/6/2017 18:25
Shipping on time,0,4,4,Standard Class,Central America,Panamá,4/18/2015 14:44
Shipping on time,0,4,4,Standard Class,Central America,México,3/7/2015 22:30
Shipping on time,0,4,4,Standard Class,South America,Paraguay,1/23/2015 13:58
Late delivery,1,5,4,Standard Class,Central America,Guatemala,2/4/2015 3:06
Late delivery,1,6,4,Standard Class,South America,Brasil,5/27/2015 7:51
Shipping on time,0,4,4,Standard Class,Caribbean,Cuba,5/27/2017 8:24
Advance shipping,0,2,4,Standard Class,Central America,Honduras,6/11/2017 19:04
Advance shipping,0,3,4,Standard Class,Central America,México,1/7/2015 21:00
Advance shipping,0,2,4,Standard Class,Central America,Honduras,2/16/2017 16:36
Late delivery,1,6,4,Standard Class,Central America,El Salvador,3/6/2015 6:55
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/29/2015 13:27
Shipping on time,0,4,4,Standard Class,South America,Bolivia,1/21/2015 16:26
Advance shipping,0,3,4,Standard Class,South America,Brasil,6/15/2017 19:46
Late delivery,1,6,4,Standard Class,Caribbean,Barbados,3/28/2015 13:11
Advance shipping,0,3,4,Standard Class,Caribbean,Haití,5/11/2015 1:55
Advance shipping,0,3,4,Standard Class,South America,Brasil,6/15/2017 19:46
Advance shipping,0,2,4,Standard Class,Caribbean,Cuba,3/2/2017 6:25
Advance shipping,0,3,4,Standard Class,Caribbean,Haití,5/11/2015 1:55
Advance shipping,0,3,4,Standard Class,South America,Argentina,2/22/2015 11:50
Late delivery,1,5,4,Standard Class,Central America,Honduras,3/16/2017 6:03
Shipping on time,0,4,4,Standard Class,Central America,El Salvador,3/6/2017 7:28
Late delivery,1,6,4,Standard Class,Central America,México,5/25/2015 5:03
Shipping on time,0,4,4,Standard Class,Central America,Panamá,4/18/2015 14:44
Late delivery,1,6,4,Standard Class,Central America,México,1/18/2015 15:34
Late delivery,1,6,4,Standard Class,Central America,México,5/25/2015 5:03
Late delivery,1,5,4,Standard Class,South America,Brasil,1/31/2015 16:46
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/17/2017 22:26
Late delivery,1,6,4,Standard Class,South America,Brasil,6/14/2017 4:31
Shipping on time,0,4,4,Standard Class,South America,Chile,5/19/2015 6:27
Advance shipping,0,2,4,Standard Class,Caribbean,República Dominicana,1/2/2015 16:17
Advance shipping,0,2,4,Standard Class,Central America,México,2/24/2017 1:31
Shipping on time,0,4,4,Standard Class,Central America,Panamá,4/18/2015 14:44
Advance shipping,0,3,4,Standard Class,Central America,México,1/7/2015 21:00
Advance shipping,0,2,4,Standard Class,Central America,México,3/7/2015 13:02
Late delivery,1,5,4,Standard Class,Central America,Nicaragua,4/16/2015 1:46
Advance shipping,0,2,4,Standard Class,Central America,México,5/18/2015 15:44
Advance shipping,0,3,4,Standard Class,South America,Brasil,6/15/2017 11:00
Advance shipping,0,2,4,Standard Class,South America,Bolivia,5/24/2015 11:53
Advance shipping,0,3,4,Standard Class,South America,Argentina,2/5/2015 4:40
Late delivery,1,6,4,Standard Class,Central America,Panamá,3/13/2017 15:20
Advance shipping,0,3,4,Standard Class,Central America,México,3/31/2015 15:27
Shipping on time,0,4,4,Standard Class,South America,Paraguay,1/23/2015 13:58
Late delivery,1,5,4,Standard Class,Caribbean,Cuba,2/19/2015 21:28
Late delivery,1,5,4,Standard Class,Central America,México,1/29/2017 13:28
Advance shipping,0,2,4,Standard Class,Central America,México,5/18/2015 15:44
Advance shipping,0,2,4,Standard Class,Central America,México,5/18/2015 15:44
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/30/2015 1:43
Shipping on time,0,4,4,Standard Class,Caribbean,Cuba,2/18/2015 6:35
Shipping on time,0,4,4,Standard Class,Central America,Nicaragua,1/29/2017 9:37
Late delivery,1,6,4,Standard Class,Central America,El Salvador,3/6/2015 6:55
Shipping on time,0,4,4,Standard Class,Central America,Honduras,4/11/2017 21:05
Late delivery,1,5,4,Standard Class,Central America,México,3/21/2015 14:25
Advance shipping,0,2,4,Standard Class,South America,Brasil,5/29/2015 19:45
Late delivery,1,5,4,Standard Class,Central America,México,3/21/2015 14:25
Shipping on time,0,4,4,Standard Class,South America,Brasil,5/29/2015 13:27
Advance shipping,0,3,4,Standard Class,Central America,México,2/10/2017 13:48
Late delivery,1,5,4,Standard Class,Central America,Honduras,5/4/2015 16:28
Late delivery,1,5,4,Standard Class,Central America,México,1/26/2015 14:09
Late delivery,1,6,4,Standard Class,South America,Ecuador,2/11/2017 20:38
Late delivery,1,5,4,Standard Class,Central America,Honduras,5/4/2015 16:28
Shipping on time,0,4,4,Standard Class,South America,Brasil,4/17/2017 17:13
Advance shipping,0,3,4,Standard Class,Caribbean,República Dominicana,3/18/2015 22:39
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/25/2017 11:57
Late delivery,1,6,4,Standard Class,Southeast Asia,Filipinas,12/26/2017 12:08
Late delivery,1,6,4,Standard Class,South Asia,India,11/21/2017 9:33
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/31/2015 19:06
Advance shipping,0,2,4,Standard Class,West Asia,Turquía,12/3/2016 5:19
Late delivery,1,6,4,Standard Class,West Asia,Yemen,8/29/2016 0:12
Late delivery,1,6,4,Standard Class,West Asia,Irak,11/7/2016 14:07
Late delivery,1,6,4,Standard Class,Oceania,Australia,11/22/2015 0:04
Shipping on time,0,4,4,Standard Class,Oceania,Australia,2/8/2016 13:58
Advance shipping,0,2,4,Standard Class,Oceania,Australia,11/19/2015 4:06
Advance shipping,0,2,4,Standard Class,South Asia,India,11/9/2015 4:07
Late delivery,1,6,4,Standard Class,Eastern Asia,China,11/24/2015 11:37
Late delivery,1,6,4,Standard Class,Oceania,Australia,12/18/2017 9:41
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,12/27/2017 15:27
Advance shipping,0,2,4,Standard Class,Oceania,Nueva Zelanda,3/28/2016 19:41
Advance shipping,0,2,4,Standard Class,West Asia,Irak,11/3/2016 17:37
Advance shipping,0,3,4,Standard Class,Southeast Asia,Filipinas,1/7/2016 7:21
Advance shipping,0,2,4,Standard Class,West Asia,Irak,11/3/2016 17:37
Shipping on time,0,4,4,Standard Class,Oceania,Australia,1/30/2018 0:00
Advance shipping,0,2,4,Standard Class,Southeast Asia,Filipinas,12/29/2015 5:47
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,12/18/2017 20:33
Advance shipping,0,3,4,Standard Class,Eastern Asia,Japón,11/23/2017 6:03
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,12/14/2015 15:27
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/16/2015 13:00
Late delivery,1,5,4,Standard Class,West Asia,Turquía,12/16/2016 7:56
Advance shipping,0,3,4,Standard Class,Oceania,Nueva Zelanda,3/27/2016 9:00
Advance shipping,0,3,4,Standard Class,Southeast Asia,Singapur,12/6/2015 1:06
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,12/29/2015 1:14
Shipping on time,0,4,4,Standard Class,Eastern Asia,Japón,2/11/2016 6:47
Late delivery,1,6,4,Standard Class,Eastern Asia,China,2/4/2016 3:49
Late delivery,1,6,4,Standard Class,Eastern Asia,China,2/4/2016 3:49
Advance shipping,0,2,4,Standard Class,Oceania,Nueva Zelanda,3/18/2016 12:41
Advance shipping,0,2,4,Standard Class,Southeast Asia,Singapur,1/31/2018 17:20
Shipping on time,0,4,4,Standard Class,West Asia,Turquía,11/23/2016 14:47
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,12/14/2017 6:54
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,1/7/2016 17:52
Advance shipping,0,2,4,Standard Class,Oceania,Australia,2/3/2016 22:54
Late delivery,1,6,4,Standard Class,West Asia,Irak,11/7/2016 14:07
Advance shipping,0,3,4,Standard Class,Oceania,Australia,12/31/2015 3:41
Advance shipping,0,3,4,Standard Class,Southeast Asia,Filipinas,1/27/2016 19:35
Late delivery,1,6,4,Standard Class,Eastern Asia,China,12/28/2015 22:26
Advance shipping,0,2,4,Standard Class,South Asia,India,11/9/2015 4:07
Advance shipping,0,2,4,Standard Class,Southeast Asia,Filipinas,1/15/2016 19:57
Advance shipping,0,2,4,Standard Class,West Asia,Turquía,12/3/2016 5:19
Advance shipping,0,2,4,Standard Class,Oceania,Nueva Zelanda,3/28/2016 19:41
Late delivery,1,6,4,Standard Class,Southeast Asia,Indonesia,11/21/2015 4:48
Late delivery,1,6,4,Standard Class,Southeast Asia,Vietnam,12/5/2015 5:07
Late delivery,1,6,4,Standard Class,Eastern Asia,China,11/24/2015 11:37
Advance shipping,0,2,4,Standard Class,Oceania,Australia,10/26/2015 16:02
Advance shipping,0,2,4,Standard Class,Southeast Asia,Vietnam,1/13/2016 22:25
Shipping on time,0,4,4,Standard Class,West Asia,Turquía,11/23/2016 14:47
Late delivery,1,6,4,Standard Class,Southeast Asia,Vietnam,12/5/2015 5:07
Advance shipping,0,2,4,Standard Class,Oceania,Australia,2/3/2016 22:54
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,12/29/2015 1:14
Advance shipping,0,2,4,Standard Class,Oceania,Australia,1/1/2018 5:07
Shipping on time,0,4,4,Standard Class,Southeast Asia,Indonesia,12/21/2015 5:48
Advance shipping,0,3,4,Standard Class,South Asia,India,12/15/2015 14:34
Advance shipping,0,2,4,Standard Class,West Asia,Yemen,8/29/2016 0:33
Shipping on time,0,4,4,Standard Class,West Asia,Turquía,11/23/2016 14:47
Advance shipping,0,2,4,Standard Class,Oceania,Australia,10/26/2015 16:02
Late delivery,1,5,4,Standard Class,Oceania,Australia,11/26/2015 21:05
Late delivery,1,5,4,Standard Class,South Asia,Irán,12/2/2016 7:36
Advance shipping,0,2,4,Standard Class,Southeast Asia,Filipinas,12/29/2015 5:47
Advance shipping,0,3,4,Standard Class,Southeast Asia,Filipinas,1/7/2016 7:21
Late delivery,1,6,4,Standard Class,Southeast Asia,Indonesia,11/21/2015 4:48
Late delivery,1,6,4,Standard Class,Southeast Asia,Indonesia,11/21/2015 4:48
Late delivery,1,6,4,Standard Class,Oceania,Australia,11/22/2015 0:04
Shipping on time,0,4,4,Standard Class,Southeast Asia,Myanmar (Birmania),3/3/2016 12:32
Advance shipping,0,2,4,Standard Class,Southeast Asia,Indonesia,10/30/2015 21:38
Late delivery,1,6,4,Standard Class,Eastern Asia,China,2/4/2016 3:49
Shipping on time,0,4,4,Standard Class,Eastern Asia,China,1/16/2016 3:40
Shipping on time,0,4,4,Standard Class,Eastern Asia,Japón,1/13/2016 10:51
Late delivery,1,5,4,Standard Class,Oceania,Australia,11/3/2015 21:17
Late delivery,1,6,4,Standard Class,Eastern Asia,China,11/24/2015 11:37
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,1/7/2016 17:52
Late delivery,1,5,4,Standard Class,Oceania,Australia,11/3/2015 21:17
Late delivery,1,5,4,Standard Class,West Asia,Turquía,9/3/2016 23:29
Advance shipping,0,3,4,Standard Class,Eastern Asia,Japón,11/23/2015 4:47
Advance shipping,0,3,4,Standard Class,Eastern Asia,Japón,11/23/2015 4:47
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,1/7/2016 17:52
Advance shipping,0,2,4,Standard Class,Oceania,Australia,11/19/2015 4:06
Late delivery,1,5,4,Standard Class,Oceania,Australia,11/26/2015 21:05
Shipping on time,0,4,4,Standard Class,Eastern Asia,Japón,1/13/2016 10:51
Advance shipping,0,2,4,Standard Class,Oceania,Australia,1/4/2016 14:11
Advance shipping,0,2,4,Standard Class,Southeast Asia,Filipinas,12/29/2015 5:47
Late delivery,1,6,4,Standard Class,Eastern Asia,China,12/5/2015 10:23
Late delivery,1,5,4,Standard Class,Eastern Asia,China,10/28/2015 19:54
Advance shipping,0,3,4,Standard Class,Southeast Asia,Singapur,12/6/2015 1:06
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,12/14/2015 15:27
Advance shipping,0,2,4,Standard Class,Oceania,Australia,12/16/2015 13:00
Late delivery,1,5,4,Standard Class,West Asia,Turquía,12/16/2016 7:56
Late delivery,1,6,4,Standard Class,Eastern Asia,China,1/24/2018 11:34
Advance shipping,0,2,4,Standard Class,Southeast Asia,Myanmar (Birmania),12/19/2017 14:04
Advance shipping,0,3,4,Standard Class,Southeast Asia,Vietnam,1/24/2018 5:15
Shipping on time,0,4,4,Standard Class,Oceania,Australia,1/19/2018 4:44
Advance shipping,0,2,4,Standard Class,Oceania,Australia,1/24/2018 10:10
Late delivery,1,5,4,Standard Class,Southeast Asia,Singapur,11/26/2017 11:49
Late delivery,1,6,4,Standard Class,Southeast Asia,Singapur,1/19/2018 22:57
Advance shipping,0,3,4,Standard Class,Eastern Asia,China,1/24/2018 15:46
Shipping on time,0,4,4,Standard Class,Oceania,Australia,1/23/2018 20:51
Late delivery,1,5,4,Standard Class,Oceania,Australia,1/6/2018 0:02
Advance shipping,0,2,4,Standard Class,Eastern Asia,China,1/19/2018 21:33
Late delivery,1,6,4,Standard Class,Oceania,Australia,11/13/2017 0:06
Late delivery,1,5,4,Standard Class,South Asia,Sri Lanka,12/8/2017 23:22
Late delivery,1,5,4,Standard Class,South Asia,India,1/6/2018 10:32
Shipping on time,0,4,4,Standard Class,South Asia,India,1/22/2018 4:34
Late delivery,1,6,4,Standard Class,East of USA,Estados Unidos,7/9/2016 6:45
Advance shipping,0,2,4,Standard Class,West of USA ,Estados Unidos,8/11/2016 10:23
